12.512464,5635.796786,1933.023060,8087.324137,5850.034581,4798.682443,3502.879489,8959.534416,8228.318241,7465.973498,1741.063555,8589.348598,7104.943141,5135.298236,3039.918329,149.844383,914.020219,3644.483956,1473.113721,1658.969585
9885.151552,4456.878555,1190.820331,46.692853,89.113157,3778.764055,5316.576370,5711.787115,6017.579522,6071.596744,1662.326588,6630.385064,4507.843956,3521.190411,570.385238,6076.784838,7833.107495,8025.982546,5198.776101,3019.471133
8759.640178,7266.689624,9558.911948,9257.086908,5393.482244,1423.369048,4620.761312,2353.258733,8622.308258,2095.990271,7796.485650,8436.452394,9967.855885,9996.848180,6114.932594,3924.335890,2662.102960,2972.778280,8401.356459,237.431629
3758.622040,926.227500,6771.989532,562.145323,87.892428,9187.810584,2758.845668,2728.937828,5879.026875,6911.762908,8376.026350,7264.858531,4849.342662,2053.569967,7437.286386,4684.544359,4579.561736,9491.466717,7444.305573,1082.785888
5990.418320,3852.312928,7350.004321,6089.602484,5723.994397,3613.355388,1515.534025,2251.022748,4251.491040,8028.729185,5171.004535,9899.800290,7515.412989,3455.576272,1689.792972,6573.010840,4918.924168,635.389013,6997.519062,5048.016172
1474.944813,9495.739265,1415.739497,9051.089029,6928.853102,3030.457686,4265.529414,703.749791,9666.030845,6831.805213,1532.319037,8772.457823,8216.721323,5820.431922,1913.491409,1778.906128,8171.859563,4752.599954,1555.512873,5039.165893
7320.096481,4055.869350,2795.772695,5687.372552,6822.344569,7558.443657,7219.081225,4752.905136,1230.188815,3678.053981,8346.728874,350.959349,5170.088989,6629.774700,4262.172411,1046.774407,9493.297809,9213.751057,5495.413047,3459.848820
4717.198837,3749.771761,8469.717237,3168.705152,4560.945631,2718.866820,9829.608420,2977.966375,7391.814261,5672.723814,1959.879080,7613.071242,8394.337272,3976.522019,5008.952870,8901.549828,274.663839,9946.187960,5725.825489,505.076281
5313.219367,1940.652611,8430.348753,6267.523615,6576.062661,1978.495184,8421.498474,1233.240635,1099.265719,7431.182745,3140.628404,9410.593475,2860.776470,3363.106113,1402.616669,7330.777853,8346.118509,7079.918213,6002.320420,7472.077139
2527.212497,1444.731791,16.174648,610.058904,8062.299210,8526.175915,2105.756096,1156.029579,5532.034892,142.520014,1137.718656,4545.076165,7522.126994,6861.407871,5434.376638,738.845726,4367.155034,2019.389578,6962.117945,2903.501956
